"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-13",,,,,,,,,,,,,"9.4",",,N",,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-14",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-15",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-16",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-17",,,,,,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-18",,,,,,,,,,,,,"3.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-19",,,,,,,,,,,,,"47.0",",,N",,,"3.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-20",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-21",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-22",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-23",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-24",,,,,,,,,,,,,"17.8",",,N",,,"107.0",",,N","107.0",",,N",,,,,,,,,,,,,,,"17.8",",,N","17.8",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-25",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-26",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-27",,,,,,,,,,,,,,,,,"130.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-28",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-29",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-30",,,,,,,,,,,,,"1.5",",,N",,,"13.0",",,N",,,,,,,,,,,,,,,,,,,"1.5",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-01-31",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-01",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-02",,,,,,,,,,,,,"21.8",",,N",,,"152.0",",,N",,,,,,,,,,,,,,,,,,,"21.8",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-03",,,,,,,,,,,,,"3.8",",,N",,,"13.0",",,N",,,,,,,,,,,,,,,,,,,"3.8",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-04",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-05",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-06",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-07",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-08",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N","127.0",",,N",,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-10",,,"    2",",,N",,,"3.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,"38.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-11",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-12",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-13",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-14",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-15",,,,,,,,,,,,,"0.5",",,N",,,"25.0",",,N",,,,,,,,,,,,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-16",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-17",,,,,,,,,,,,,"1.3",",,N",,,"43.0",",,N",,,,,,,,,,,,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-18",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-19",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-20",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-21",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-22",,,,,,,,,,,,,"16.3",",,N",,,"102.0",",,N",,,,,,,,,,,,,,,,,,,"16.3",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-23",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-24",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-25",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-26",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-27",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-02-28",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-01",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-02",,,,,,,,,,,,,"10.2",",,N",,,"89.0",",,N",,,,,,,,,,,,,,,,,,,"10.2",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-03",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-04",,,,,,,,,,,,,"16.5",",,N",,,"64.0",",,N",,,,,,,,,,,,,,,,,,,"12.7",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-05",,,,,,,,,,,,,"8.9",",,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-06",,,,,,,,,,,,,"8.1",",,N",,,"89.0",",,N",,,,,,,,,,,,,,,,,,,"8.1",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-07",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-08",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-09",,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-10",,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-11",,,,,,,,,,,,,"10.7",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-12",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-13",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-14",,,,,,,,,,,,,"2.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-15",,,,,,,,,,,,,"16.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-16",,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-17",,,,,,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-18",,,,,,,,,,,,,"0.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-19",,,,,,,,,,,,,"0.0","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-20",,,,,,,,,,,,,"0.0",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0002","SADDLE BROOK TWP 0.6 E, NJ US","40.902694","-74.083358","16.8","2015-03-21",,,,,,,,,,,,,"8.1",",,N",,,"81.0",",,N","81.0",",,N",,,,,,,,,,,,,,,"8.1",",,N","8.1",",,N",,,,,,,,,,,,,,,,,,,,,,
